tconst	titleType	primaryTitle	originalTitle	isAdult	startYear	endYear	runtimeMinutes	genres	img_url_asset
tt0097129	movie	Crossing the Line	Crossing the Line	0	1990	\N	94	Action,Drama,Sport	\N
tt0097140	movie	Cézanne - Conversation with Joachim Gasquet	Cézanne - Dialogue avec Joachim Gasquet (Les éditions Bernheim-Jeune)	0	1990	\N	52	Documentary	https://image.tmdb.org/t/p/{width_variable}/o3Ak7yJFHqV4XoqZNGC5Fk0HnY4.jpg
tt0097176	movie	Deceit	Deceit	0	1990	\N	90	Comedy,Sci-Fi	https://image.tmdb.org/t/p/{width_variable}/tegEsG903PYSrGFgPl8BlEV8cW2.jpg
tt0097184	movie	Demonstone	Demonstone	0	1990	\N	88	Action,Crime,Fantasy	https://image.tmdb.org/t/p/{width_variable}/ss3j3LUtDyEtsZmBBpM8p301Gi4.jpg
tt0097204	movie	Dilemma	Dilemma	0	1990	\N	97	Crime	https://image.tmdb.org/t/p/{width_variable}/nklscVAfveixUCFCC0uBuxV3uIU.jpg
tt0097253	movie	Deja vu	Deja vu	0	1990	\N	108	Comedy,Crime,History	https://image.tmdb.org/t/p/{width_variable}/93lIIZ1zUBES3nseNUcETUUof4m.jpg
tt0097259	movie	Easy Kill	Easy Kill	0	1990	\N	89	Action,Crime,Thriller	https://image.tmdb.org/t/p/{width_variable}/giMI7jryuTGyQGsLUrCoZYkmYKm.jpg
tt0097280	movie	Engrazia	Engrazia	0	1991	\N	73	\N	\N
tt0097298	movie	Eternity	Eternity	0	1990	\N	110	Drama	https://image.tmdb.org/t/p/{width_variable}/3WjsHN0O77NkqW7TAPu881cb4Gr.jpg
tt0097318	movie	Eye of the Widow	Eye of the Widow	0	1991	\N	95	Action,Adventure,Crime	https://image.tmdb.org/t/p/{width_variable}/2hCLBZ4NFlaYtEkXiwcitRCrfmv.jpg
tt0097339	movie	Father	Father	0	1990	\N	100	Drama,War	https://image.tmdb.org/t/p/{width_variable}/cp4aTFLb2QiOgicW4St2mAwCBKp.jpg
tt0097348	movie	The Unmatchable Match	Fung yue tung lo	0	1990	\N	98	Action,Crime,Drama	https://image.tmdb.org/t/p/{width_variable}/hMQI24C9pOssRrPve60YkGoQmxi.jpg
tt0097365	movie	Flesh Gordon Meets the Cosmic Cheerleaders	Flesh Gordon Meets the Cosmic Cheerleaders	0	1990	\N	102	Comedy,Sci-Fi	https://image.tmdb.org/t/p/{width_variable}/mHdkAxWjPNjwHwMgNkC68ZBazh1.jpg
tt0097394	movie	The Fortune Code	Fu gui bing tuan	0	1990	\N	89	Action,Comedy	https://image.tmdb.org/t/p/{width_variable}/fZH9zzIiEyRJYIAGqAL0WafBoy3.jpg
tt0097399	movie	Fuflo	Fuflo	0	1990	\N	94	Crime,Romance	https://image.tmdb.org/t/p/{width_variable}/mYtdcKFSNBUQfI0DQ88xILefAYy.jpg
tt0097405	movie	Fathers' Day	La fête des pères	0	1990	\N	83	Comedy,Family,Romance	https://image.tmdb.org/t/p/{width_variable}/5ED3z3rJVNEE1AbVM6qo3VUsQKc.jpg
tt0097416	movie	Kadhalan	Kadhalan	0	1994	\N	168	Action,Drama,Romance	https://image.tmdb.org/t/p/{width_variable}/d2yRRfDFH92hoRdyH8F9ZqIwO03.jpg
tt0097475	movie	A halálraítélt	A halálraítélt	0	1990	\N	91	Drama	https://image.tmdb.org/t/p/{width_variable}/wK6Mo53GCl2I1AbvTIW0PD42Qqc.jpg
tt0097479	movie	Hard Days, Hard Nights	Hard Days, Hard Nights	0	1990	\N	103	\N	https://image.tmdb.org/t/p/{width_variable}/teHlw06R4E044UMVn74GTLAauTD.jpg
tt0097505	movie	High Finance Woman	High Finance Woman	0	1990	\N	100	Drama,Romance	https://image.tmdb.org/t/p/{width_variable}/virm4TE2EjfygRnbwkTKE5esnIL.jpg
tt0097506	movie	High Score	High Score	0	1990	\N	93	Action	\N
tt0097516	movie	Hollywood Boulevard II	Hollywood Boulevard II	0	1990	\N	82	Comedy	https://image.tmdb.org/t/p/{width_variable}/nV5e99uoJP2UMi9h0EFvpot5ZBf.jpg
tt0097519	movie	The Neon Man	L'home de neó	0	1991	\N	100	Drama	\N
tt0097525	movie	Hopnick	Hopnick	0	1990	\N	60	Comedy	https://image.tmdb.org/t/p/{width_variable}/1wbQMD4O56d0zw143YxjBsd3gD9.jpg
tt0097535	movie	Hu dan nu er hong	Hu dan nu er hong	0	1990	\N	92	Action,Drama	https://image.tmdb.org/t/p/{width_variable}/2n2SRrG2HdPViuY7qdSD7188GA2.jpg
tt0097542	movie	The Trace of Lynx	Las huellas del lince	0	1990	\N	83	Action	\N
tt0097550	movie	I Bought a Vampire Motorcycle	I Bought a Vampire Motorcycle	0	1990	\N	101	Comedy,Crime,Fantasy	https://image.tmdb.org/t/p/{width_variable}/dCbFIzq64uUo5ZR4W3vLFhaJenk.jpg
tt0097559	movie	Idomeneo	Idomeneo	0	1991	\N	\N	\N	\N
tt0097566	movie	Im Süden meiner Seele	Im Süden meiner Seele	0	1996	\N	\N	\N	\N
tt0097571	movie	In Fading Light	In Fading Light	0	1990	\N	103	Drama	https://image.tmdb.org/t/p/{width_variable}/f83lyKDOLb5S5lP46LUNTeoeLq9.jpg
tt0097573	movie	In the Cold of the Night	In the Cold of the Night	0	1990	\N	112	Drama,Mystery,Thriller	https://image.tmdb.org/t/p/{width_variable}/jnV8JNq6h3X3IEhXYxdou8P82ma.jpg
tt0097578	movie	Inimene, keda polnud	Inimene, keda polnud	0	1990	\N	84	Drama,History,War	https://image.tmdb.org/t/p/{width_variable}/muOB5BHpGafdB2E2862gzqd534W.jpg
tt0097585	movie	Bathroom Intimacy	Intimidades de un cuarto de baño	0	1991	\N	78	Drama	https://image.tmdb.org/t/p/{width_variable}/3WtGkg7BL45kZfhrzHdxc6AaFZS.jpg
tt0097615	movie	Je t'ai dans la peau	Je t'ai dans la peau	0	1990	\N	120	Drama	\N
tt0097619	movie	The Fun, the Luck & the Tycoon	Gat seng gung ziu	0	1990	\N	90	Comedy,Romance	https://image.tmdb.org/t/p/{width_variable}/xHbfplhwbvggsDZzyknxcI6vHfI.jpg
tt0097631	movie	Hitz	Judgement	0	1992	\N	85	Crime,Drama,Music	https://image.tmdb.org/t/p/{width_variable}/4fYykFD2lyc1Xp2aIoHIw6TLwTR.jpg
tt0097638	movie	Happy Ghost 4	Hoi sum gwai gau hoi sum gwai	0	1990	\N	88	Comedy,Fantasy,Horror	https://image.tmdb.org/t/p/{width_variable}/stDAXKGuNrVygILnwgO0dOBhafx.jpg
tt0097644	movie	Kapital, czyli jak zrobic pieniadze w Polsce	Kapital, czyli jak zrobic pieniadze w Polsce	0	1990	\N	105	Comedy	https://image.tmdb.org/t/p/{width_variable}/zcQ4kRmG8th1raDxGAO4O3eEukk.jpg
tt0097655	movie	Keaton's Cop	Keaton's Cop	0	1990	\N	100	Crime	https://image.tmdb.org/t/p/{width_variable}/vwu5o1mmte1PRywOCog85egI1D7.jpg
tt0097666	movie	Killer!	Killer!	0	1990	\N	80	Horror	https://image.tmdb.org/t/p/{width_variable}/lVQN5QEhMW1CoR96mrKyy7wiAp9.jpg
tt0097668	movie	King of the Wind	King of the Wind	0	1990	\N	103	Adventure	https://image.tmdb.org/t/p/{width_variable}/5cx8zf3MTHJPGnPENOWavNlrr07.jpg
tt0097683	movie	Kramarz	Kramarz	0	1990	\N	90	Biography,Drama	https://image.tmdb.org/t/p/{width_variable}/eP6OGb2n9OG1kks8uA8tXVdr6G7.jpg
tt0097697	movie	Könnyü vér	Könnyü vér	0	1990	\N	86	Drama	\N
tt0097720	movie	Border Shootout	Border Shootout	0	1990	\N	110	Western	\N
tt0097726	movie	Legion of Iron	Legion of Iron	0	1990	\N	90	Action,Horror,Sci-Fi	https://image.tmdb.org/t/p/{width_variable}/6rrsiLrUGcQo6WZkjaHciPIEhGm.jpg
tt0097738	movie	The Legend of the Mask	La leyenda de una máscara	0	1990	\N	95	Action,Crime,Drama	https://image.tmdb.org/t/p/{width_variable}/1369HfgJ8LjeEQljaoxEbKrVyB7.jpg
tt0097743	movie	The Anna Akhmatova File	Lichnoe delo Anny Akhmatovoy	0	1990	\N	65	Documentary	https://image.tmdb.org/t/p/{width_variable}/wzRxUskS8pgqpsqPb0YXjsrJajd.jpg
tt0097748	movie	Liebe das Leben - Lebe den Tod	Liebe das Leben - Lebe den Tod	0	1990	\N	81	Documentary	\N
tt0097765	movie	A Summer to Remember	Ljeto za sjecanje	0	1990	\N	105	Mystery	https://image.tmdb.org/t/p/{width_variable}/rYmzmaePePOUanG8NLN7tXSBi3O.jpg
tt0097769	movie	The Local Stigmatic	The Local Stigmatic	0	1990	\N	56	Drama	https://image.tmdb.org/t/p/{width_variable}/iP1q3x2EIcmq6jRem9AwpVEjGZw.jpg
tt0097775	movie	The Master	Long hang tian xia	0	1992	\N	92	Action,Comedy,Crime	https://image.tmdb.org/t/p/{width_variable}/j9Eji1A8AyelmdHCJTlVBCZziGK.jpg
tt0097802	movie	Mado, poste restante	Mado, poste restante	0	1990	\N	\N	Comedy,Drama	https://image.tmdb.org/t/p/{width_variable}/1VtlP8bdUaU38nZTNNQImIHNg8.jpg
tt0097803	movie	Il maestro	Il maestro	0	1990	\N	90	Music	https://image.tmdb.org/t/p/{width_variable}/t7hklCQOrFyiky52kkIYb39zWBy.jpg
tt0097820	movie	Maman	Maman	0	1990	\N	85	\N	https://image.tmdb.org/t/p/{width_variable}/iuudIrvDm0CRYcEEhKzO2lYtQDu.jpg
tt0097833	movie	March Caresses	Marcowe migdaly	0	1990	\N	89	Drama	https://image.tmdb.org/t/p/{width_variable}/oHEIRVxb3WP2MZSMmvJxbgzeOO2.jpg
tt0097848	movie	Mother	Mat	0	1990	\N	200	Drama,History	https://image.tmdb.org/t/p/{width_variable}/rZJS8XHcbDjWMeAQlXPNElgnVoD.jpg
tt0097849	movie	Mat Iisusa	Mat Iisusa	0	1991	\N	91	Drama	\N
tt0097850	movie	¡Maten a Chinto!	¡Maten a Chinto!	0	1990	\N	85	Action,Crime,Drama	https://image.tmdb.org/t/p/{width_variable}/fYfmXbpTToXhOatkuqKEUF1DQyW.jpg
tt0097851	movie	Mathilukal	Mathilukal	0	1990	\N	120	Drama,Romance	https://image.tmdb.org/t/p/{width_variable}/wd66oMitPeU7sTJbT6iEYSI28FT.jpg
tt0097853	movie	Les matins chagrins	Les matins chagrins	0	1990	\N	95	\N	\N
tt0097855	movie	Maxantimo	Maxantimo	0	1990	\N	93	Drama	\N
tt0097863	movie	Men in Love	Men in Love	0	1990	\N	85	Drama,Romance	https://image.tmdb.org/t/p/{width_variable}/ekCSBIsrEzd9DDap8Ld1Is2wlTi.jpg
tt0097864	movie	Meng gui hu li jing	Meng gui hu li jing	0	1991	\N	91	Action,Comedy,Fantasy	https://image.tmdb.org/t/p/{width_variable}/4LZAlrRCCZwPvCWFTiNhMq5vwWY.jpg
tt0097874	movie	Metamorphosis	Metamorphosis	0	1990	\N	96	Horror,Sci-Fi	https://image.tmdb.org/t/p/{width_variable}/5JD2gl3IKH2B8mueEjD7KGvVeVu.jpg
tt0097875	movie	Meteo	Meteo	0	1990	\N	98	Drama,Mystery,Sci-Fi	https://image.tmdb.org/t/p/{width_variable}/oubOjDkUJrVCfwk1dOahOp1UNTG.jpg
tt0097884	movie	May Fools	Milou en mai	0	1990	\N	107	Comedy,Romance	https://image.tmdb.org/t/p/{width_variable}/bnlsDTtlgvTnpLXg8iNav9b0xXE.jpg
tt0097893	movie	Miss Missouri	Miss Missouri	0	1990	\N	103	Comedy,Drama	https://image.tmdb.org/t/p/{width_variable}/nerAnfsS8I19ePknJhKARLl8KAQ.jpg
tt0097894	movie	The Missing Reel	The Missing Reel	0	1990	\N	75	Crime,Drama,Mystery	\N
tt0097910	movie	Moon 44	Moon 44	0	1990	\N	98	Action,Sci-Fi,Thriller	https://image.tmdb.org/t/p/{width_variable}/ia7Ew8QXiN1Urh63xYFYZ7ZfF2t.jpg
tt0097912	movie	Morir en el golfo	Morir en el golfo	0	1990	\N	93	Drama	https://image.tmdb.org/t/p/{width_variable}/dY542pyeiZmqQvehu3QapDKKxRn.jpg
tt0097919	movie	Motivsuche	Motivsuche	0	1990	\N	106	Documentary	https://image.tmdb.org/t/p/{width_variable}/oY8lp2wCvJeIC5pXwpFMitvliVu.jpg
tt0097928	movie	Murder Blues	Murder Blues	0	1991	\N	90	Drama,Thriller	\N
tt0097949	movie	Märkische Heide, märkischer Sand	Märkische Heide, märkischer Sand	0	1990	\N	58	Documentary	https://image.tmdb.org/t/p/{width_variable}/hxl9TwLZBmCfXhrYI0ZAcf0Agil.jpg
tt0097968	movie	Nezný barbar	Nezný barbar	0	1990	\N	88	Comedy,Drama	https://image.tmdb.org/t/p/{width_variable}/cHeTortlUBlsQNL5qISOauIdmON.jpg
tt0097979	movie	Nightdreams II	Nightdreams II	1	1990	\N	\N	Adult	https://image.tmdb.org/t/p/{width_variable}/4iwBzeRJwLzO6CTfnDabUGibsgE.jpg
tt0097984	movie	Ninja in Ancient China	Shen tong	0	1993	\N	92	Action,Adventure,Drama	https://image.tmdb.org/t/p/{width_variable}/cidqGNInwlqt6p14zQf2guS3B0h.jpg
tt0098004	movie	Nochevala tuchka zolotaya...	Nochevala tuchka zolotaya...	0	1990	\N	97	Drama	https://image.tmdb.org/t/p/{width_variable}/iGt9LbB8qq63gLi34C206ZPqZKW.jpg
tt0098018	movie	O, xiangxue	O, xiangxue	0	1991	\N	89	Family	https://image.tmdb.org/t/p/{width_variable}/iNEjtEsJwqVuAcQ55OwUEN3Rfsg.jpg
tt0098030	movie	Ono	Ono	0	1990	\N	124	Comedy,Drama,History	https://image.tmdb.org/t/p/{width_variable}/7EVGJJX3XZfS9oOFF8SxBGv1BBQ.jpg
tt0098043	movie	Out of Sight, Out of Mind	Out of Sight, Out of Mind	0	1990	\N	94	Mystery,Thriller	https://image.tmdb.org/t/p/{width_variable}/3k9sUU05YHRcg473ylDg8bww96r.jpg
tt0098050	movie	Ovejas negras	Ovejas negras	0	1990	\N	84	Comedy,Crime,Drama	https://image.tmdb.org/t/p/{width_variable}/yC2Xt9vqWzOkOoqNL8smFcpQXCW.jpg
tt0098063	movie	Paprika	Paprika	0	1991	\N	99	Drama	https://image.tmdb.org/t/p/{width_variable}/7d8VB7xZcsjClsE6JaUr8BCbkCh.jpg
tt0098064	movie	Pareja enloquecida busca madre de alquiler	Pareja enloquecida busca madre de alquiler	0	1990	\N	97	Comedy	https://image.tmdb.org/t/p/{width_variable}/wqEnYz4ZG43xMm6DXXoJcnL51de.jpg
tt0098070	movie	Passi d'amore	Passi d'amore	0	1990	\N	100	Drama	\N
tt0098077	movie	Peraustrínia 2004	Peraustrínia 2004	0	1990	\N	75	Animation,Sci-Fi	https://image.tmdb.org/t/p/{width_variable}/362GMncHwaW8PPDOxbk1BcZv0Aa.jpg
tt0098100	movie	The Platinum Triangle	The Platinum Triangle	0	1990	\N	91	Crime,Mystery,Thriller	https://image.tmdb.org/t/p/{width_variable}/x5gUe52R0VpTHgTSYsHhI2wZh4T.jpg
tt0098136	movie	Prom Night III: The Last Kiss	Prom Night III: The Last Kiss	0	1990	\N	97	Comedy,Horror	https://image.tmdb.org/t/p/{width_variable}/bJOpzoUXeYhruTAc3PBbvKAeLpd.jpg
tt0098139	movie	Warsaw Bridge	Pont de Varsòvia	0	1990	\N	85	Drama	https://image.tmdb.org/t/p/{width_variable}/41tZnYwZRUKsv4U5Sw5Caz4uRVE.jpg
tt0098144	movie	La punyalada	La punyalada	0	1990	\N	117	Adventure,Drama	\N
tt0098150	movie	Magic Cop	Qu mo jing cha	0	1990	\N	87	Comedy,Crime,Fantasy	https://image.tmdb.org/t/p/{width_variable}/zvRCQkDUmNzaTxUiVqeBiyWLGgZ.jpg
tt0098172	movie	Reason to Die	Reason to Die	0	1990	\N	87	Action,Crime,Thriller	https://image.tmdb.org/t/p/{width_variable}/onJa3Jccf3mvKzJb8d0XfXgYQ8y.jpg
tt0098181	movie	Reise ohne Wiederkehr	Reise ohne Wiederkehr	0	1991	\N	109	Drama	\N
tt0098199	movie	The Revenger	The Revenger	0	1990	\N	87	Action,Adventure,Drama	https://image.tmdb.org/t/p/{width_variable}/uQG8TvVm3hzYA1uhmEoQMV4GKwk.jpg
tt0098211	movie	Cyber-C.H.I.C.	Cyber-C.H.I.C.	0	1990	\N	102	Action,Comedy,Sci-Fi	https://image.tmdb.org/t/p/{width_variable}/tOwBrd7lzhuEQoK2OaiGNcuWTRB.jpg
tt0098244	movie	Saturday, Sunday and Monday	Sabato, domenica e lunedì	0	1990	\N	119	Comedy	https://image.tmdb.org/t/p/{width_variable}/yj9J3pSPtsYQ7SVJ4XEgYz46vEk.jpg
tt0098256	movie	Sauna	Sauna	0	1990	\N	\N	\N	https://image.tmdb.org/t/p/{width_variable}/3X1ZLhQc5kZ5F1iimS2QWbcm0SM.jpg
tt0098278	movie	Secret Scandal	Scandalo segreto	0	1990	\N	85	Drama	https://image.tmdb.org/t/p/{width_variable}/oYHchrYZtqgi66Y8a6IJnOPEvqn.jpg
tt0098294	movie	La settimana della sfinge	La settimana della sfinge	0	1990	\N	102	Comedy	https://image.tmdb.org/t/p/{width_variable}/8LHAsBQK44Vknr5Y3HdMaC4jVwp.jpg
tt0098318	movie	Shigatse: Eine Spritze kommt selten allein	Shigatse: Eine Spritze kommt selten allein	0	1990	\N	94	Documentary	\N
tt0098344	movie	Skinned Alive	Skinned Alive	0	1990	\N	77	Comedy,Horror	https://image.tmdb.org/t/p/{width_variable}/f11qtJWyajyuKRt0r3UBdbbuqpH.jpg
tt0098372	movie	Spirit of the Eagle	Spirit of the Eagle	0	1991	\N	93	Adventure,Drama	https://image.tmdb.org/t/p/{width_variable}/rFgSwinhebgrvQdXMIJRFShAudc.jpg
tt0098377	movie	The Spring	The Spring	0	1990	\N	102	Adventure	\N
tt0098405	movie	Stuk v dver	Stuk v dver	0	1990	\N	80	Drama,History	\N
tt0098422	movie	The Sword of Bushido	The Sword of Bushido	0	1990	\N	104	Action	https://image.tmdb.org/t/p/{width_variable}/8soTOvBxpmJqnCLjt5PAGcelseg.jpg
tt0098426	movie	Sárkány és papucs	Sárkány és papucs	0	1990	\N	72	Animation	https://image.tmdb.org/t/p/{width_variable}/tJj0DkpVONabN92Q9S0hWtXJbRk.jpg
tt0098429	movie	Tahiti's Girl	Tahiti's Girl	0	1990	\N	\N	Comedy	https://image.tmdb.org/t/p/{width_variable}/lbrVR1BmiJKH1FW8aN9aG0Bahr9.jpg
tt0098431	movie	Taina jocului de cuburi	Taina jocului de cuburi	0	1990	\N	73	Family	\N
tt0098461	movie	Thanedaar	Thanedaar	0	1990	\N	151	Action,Crime,Drama	https://image.tmdb.org/t/p/{width_variable}/8UXYkAeVNSpqtNFJ2OW74JtVT0p.jpg
tt0098462	movie	That Englishwoman: An Account of the Life of Emily Hobhouse	That Englishwoman: An Account of the Life of Emily Hobhouse	0	1990	\N	99	Drama,History,War	https://image.tmdb.org/t/p/{width_variable}/ng3cpfUS31CZZBanudPSIiewK6e.jpg
tt0098486	movie	The Death King	Der Todesking	0	1990	\N	80	Drama,Horror	https://image.tmdb.org/t/p/{width_variable}/d1dsVW5sWIwQCBZCHZwFa2tk7kA.jpg
tt0098488	movie	Tom et Lola	Tom et Lola	0	1990	\N	97	Sci-Fi	https://image.tmdb.org/t/p/{width_variable}/oOxZdFf0gzOCySFSq7urqXcff52.jpg
tt0098495	movie	Tormozheniye v nebesakh	Tormozheniye v nebesakh	0	1990	\N	81	Comedy	https://image.tmdb.org/t/p/{width_variable}/xjpuHD4RWAOLdwN2NdCp0XcqEva.jpg
tt0098514	movie	Trois années	Trois années	0	1990	\N	93	Comedy,Drama	https://image.tmdb.org/t/p/{width_variable}/3SvYYnmRZ9MPEI2IsD5EBewws2q.jpg
tt0098531	movie	Treasure of the Bitch Islands	Le trésor des îles chiennes	0	1990	\N	108	Mystery,Sci-Fi	https://image.tmdb.org/t/p/{width_variable}/wqhcF9Uc3Zs4W2LfT60yBmAHjz0.jpg
tt0098532	movie	The Match Factory Girl	Tulitikkutehtaan tyttö	0	1990	\N	69	Comedy,Crime,Drama	https://image.tmdb.org/t/p/{width_variable}/zHfabvr3RKEbNfksFBs2Cder91i.jpg
tt0098534	movie	Tumultes	Tumultes	0	1990	\N	91	Drama	https://image.tmdb.org/t/p/{width_variable}/hILcL1B6mLp4AlndkkTUUqTfQhz.jpg
tt0098542	movie	Ti, koyto si na nebeto	Ti, koyto si na nebeto	0	1990	\N	102	Drama	https://image.tmdb.org/t/p/{width_variable}/pLGv4Jpb4IhOSNj4rOpkLLvhRfa.jpg
tt0098548	movie	Universal Laws	Uchuu no hosoku	0	1990	\N	119	Drama	https://image.tmdb.org/t/p/{width_variable}/sWd9HaBYZ5DIGfRciwpJmuamQC.jpg
tt0098584	movie	A Woman's Revenge	La vengeance d'une femme	0	1990	\N	133	Drama	https://image.tmdb.org/t/p/{width_variable}/gfuFIlQMXktxfEmZYuBNHRWz1ea.jpg
tt0098588	movie	Forbidden Love	Verbotene Liebe	0	1990	\N	91	Drama,Romance	https://image.tmdb.org/t/p/{width_variable}/ac3WtYtNDliElEEn5ibSFYfoYcN.jpg
tt0098606	movie	The Voice of the Moon	La voce della luna	0	1990	\N	126	Comedy,Drama	https://image.tmdb.org/t/p/{width_variable}/1E9bSjMK72pqYvpPioFuQd3IUBx.jpg
tt0098629	movie	Weininger's Last Night	Weiningers Nacht	0	1990	\N	105	Drama	https://image.tmdb.org/t/p/{width_variable}/4LWzr5KsLNcttJalMYDmHq4QS47.jpg
tt0098656	movie	William S. Burroughs: Commissioner of Sewers	William S. Burroughs: Commissioner of Sewers	0	1991	\N	60	Documentary	\N
tt0098657	movie	Winckelmanns Reisen	Winckelmanns Reisen	0	1990	\N	80	Drama	https://image.tmdb.org/t/p/{width_variable}/tBLUvX9j9GgxZkXcGSKZmkbDqgm.jpg
tt0098658	movie	Wings of Fame	Wings of Fame	0	1990	\N	109	Comedy,Drama,Fantasy	https://image.tmdb.org/t/p/{width_variable}/26GIE27dPpK18Hmr1DSA4ehzgy6.jpg
tt0098707	movie	The Final Judgement	Ji hap chong see: Gung sam	0	1993	\N	93	Crime,Mystery	https://image.tmdb.org/t/p/{width_variable}/rWn2QIQ4dSLdXuWJHQvcqLEYFTA.jpg
tt0098920	movie	Piggate	Swinka	0	1990	\N	97	Comedy,Fantasy	https://image.tmdb.org/t/p/{width_variable}/pvJAJqn2klJRHGjsYreXuzwRc11.jpg
tt0098958	movie	His Nickname Is Beast	...Po prozvishchu 'Zver'	0	1990	\N	88	Action,Crime	https://image.tmdb.org/t/p/{width_variable}/5JYxN5bMYc5wg1LPCEPy3wJfSS2.jpg
tt0098959	movie	...Almost	Wendy Cracked a Walnut	0	1990	\N	84	Drama,Fantasy,Romance	https://image.tmdb.org/t/p/{width_variable}/5RVhWzvQDrApH6MqwlNFS9CJQg.jpg
tt0098961	movie	Les 1001 nuits	Les 1001 nuits	0	1990	\N	98	Adventure,Comedy,Fantasy	https://image.tmdb.org/t/p/{width_variable}/wFubQZcMS5ZEPX3kf1XatDQPAmy.jpg
tt0098963	movie	1871	1871	0	1990	\N	100	Drama,History,Romance	https://image.tmdb.org/t/p/{width_variable}/9bL4iTdSLRw4RzNVMtyIFr2pvgd.jpg
tt0098965	movie	Little Ninjas	Little Ninjas	0	1993	\N	100	Action,Adventure,Comedy	https://image.tmdb.org/t/p/{width_variable}/kmZbIiYaTrhR3mEm5E9CgdsDFqK.jpg
tt0098966	movie	Three Men and a Little Lady	3 Men and a Little Lady	0	1990	\N	104	Comedy,Drama,Family	https://image.tmdb.org/t/p/{width_variable}/4VWWEnhX0zddRKwZWGtIdDcV5U7.jpg
tt0098967	movie	Boiling Point	3-4 x jûgatsu	0	1990	\N	96	Action,Comedy,Crime	https://image.tmdb.org/t/p/{width_variable}/e8fIvIJDydB0MW3wuWos0hsh08i.jpg
tt0098970	movie	Alone Together	A solas contigo	0	1990	\N	98	Thriller	https://image.tmdb.org/t/p/{width_variable}/nW2XWULVuNMuQjACXhC8dLnBN3q.jpg
tt0098972	movie	Tales of a Golden Geisha	Ageman	0	1990	\N	114	Comedy,Drama	https://image.tmdb.org/t/p/{width_variable}/u2Qp3IN9D82T1K7ZSGfV5AmOF9E.jpg
tt0098974	movie	Die Aids-Trilogie: Feuer unterm Arsch - Vom Leben und Sterben schwuler Männer in Berlin	Die Aids-Trilogie: Feuer unterm Arsch - Vom Leben und Sterben schwuler Männer in Berlin	0	1990	\N	50	\N	https://image.tmdb.org/t/p/{width_variable}/aVkTCjwagbyGyekWKXRPViVZLXF.jpg
tt0098975	movie	Aadhi Haqeeqat, Aadha Fasana	Aadhi Haqeeqat, Aadha Fasana	0	1990	\N	88	Documentary	\N
tt0098976	movie	Aaj Ka Arjun	Aaj Ka Arjun	0	1990	\N	164	Action,Crime,Drama	https://image.tmdb.org/t/p/{width_variable}/4V4QbSabLUiT3LhyXFq1oqsjJ5K.jpg
tt0098977	movie	Abhimanyu	Abhimanyu	0	1990	\N	\N	\N	\N
tt0098978	movie	Abschiedsdisco	Abschiedsdisco	0	1990	\N	91	Drama,Family	https://image.tmdb.org/t/p/{width_variable}/5mFkXDhBpxA1fOMa3wAYq25hDmh.jpg
tt0098979	movie	Accompong - Schwarze Rebellen in Jamaica	Accompong - Schwarze Rebellen in Jamaica	0	1990	\N	\N	\N	\N
tt0098980	movie	Ach, Boris...	Ach, Boris...	0	1990	\N	85	Drama	https://image.tmdb.org/t/p/{width_variable}/4RI1Kb3QRKQThASK3apJY7SMyEA.jpg
tt0098981	movie	Der achte Tag	Der achte Tag	0	1990	\N	99	Sci-Fi	https://image.tmdb.org/t/p/{width_variable}/aTYeSqbHRh6rptRPRQLzXXZkA8z.jpg
tt0098986	movie	Adrénaline	Adrénaline	0	1990	\N	77	Horror	https://image.tmdb.org/t/p/{width_variable}/1uZ1dVfutxL25snyOAhHGpWka3o.jpg
tt0098987	movie	The Adventures of Ford Fairlane	The Adventures of Ford Fairlane	0	1990	\N	104	Action,Adventure,Comedy	https://image.tmdb.org/t/p/{width_variable}/u6accimG7LmroR8WgNklEJS7oFq.jpg
tt0098988	movie	Aferisty	Aferisty	0	1990	\N	84	Comedy	https://image.tmdb.org/t/p/{width_variable}/qbJKnW2MrDNvsakOmtCjDKhUt7r.jpg
tt0098989	movie	Life Is Like a Cucumber	Affengeil	0	1990	\N	87	Biography,Documentary	https://image.tmdb.org/t/p/{width_variable}/2uhRyHXmIlkvyAYzYF5oWSgPJvH.jpg
tt0098990	movie	Afghan Breakdown	Afganskiy izlom	0	1991	\N	140	War	https://image.tmdb.org/t/p/{width_variable}/bmY5KXlLhkM7ewXQ6xr6AMHbO28.jpg
tt0098991	movie	L'africana	L'africana	0	1990	\N	105	Drama	https://image.tmdb.org/t/p/{width_variable}/kyk2eUGgx2TS1da6styKzwPqVqr.jpg
tt0098992	movie	Afrika um die Ecke	Afrika um die Ecke	0	1990	\N	65	Documentary	\N
tt0098993	movie	Time Off	After	0	1990	\N	45	Action,Drama,Romance	https://image.tmdb.org/t/p/{width_variable}/kwSDjbbh9kDmQDvJZrNQcgMEa9s.jpg
tt0098994	movie	After Dark, My Sweet	After Dark, My Sweet	0	1990	\N	114	Crime,Drama,Mystery	https://image.tmdb.org/t/p/{width_variable}/6fWrEcIEoFuwYt4MUY4RtZwuMo9.jpg
tt0098996	movie	Aftershock	Aftershock	0	1990	\N	91	Action,Sci-Fi	https://image.tmdb.org/t/p/{width_variable}/wCs3H2QtHNSCTTZKwV5lXzlAl8g.jpg
